User_ID	sex	dPlt	age	orgn	race	ethnic	_estmDrct	_contblack	_posFB	_negFB	prfSlfOtr	prfWhtBlk	prfDemRep	eItmWhtBlk	eDemRep	eSlfOtr	ewhtblk	eItmDemRep	votedDem	willVoteDem	rwa	rsnbrg	mrs	eItmSlfA	eItmSlfB	iatRace	batRace	cgatRace	satRace	spfRace	epRace	ampRace	spdRace	iatPltc	batPltc	cgatPltc	satPltc	spfPltc	epPltc	ampPltc	spdPltc	iatSelf	batSelf	cgatSelf	satSelf	spfSelf	epSelf	ampSelf	spdSelf
341815	f	0	19	us	white	nhisp																	3.5																										
341819	m	0	20	us	white	nhisp												-1.4																											0.195850731		-0.875766778		-0.785714286
341821	f	0	20	us	white	hispa							4		0							3.8						0.9823543546					0	0.4077132837															-0.25
341822	m	-1	20	tw	sAsia	unkno	3															4.6		0.65	4.2																				-0.291070832		0.0051686519		
341824	f	2	35	us	eAsia	nhisp		2				6					3					4.2												-0.36771432													1.6206023013		
341827	f	2	23	us	white	nhisp																												0.9223746806															
341828	f	-1	40	mx	unkno	hispa								0.3333333333																															0.2499230106				
341832	f		28	us	white	nhisp															2.3333333333													0.5999920709															
341838	f		18	us	white	unkno	4											0				4.3		-2.65	4			1.9002177082							-0.573382235						0.0833333333	0.5322115946				-0.1479423			
341840	m	0	25	us	mixed	hispa																																											
341843	m	0	20	us	white	unkno																										-0.25								-0.041666667		0.8243959475			-0.27859483				
341845	f	0	19	us	eAsia	nhisp		7	1	3	6	5				1	1																			-1.150585573										0.5669179191			
341854	f	0	24	us	white	hispa	6											-1						1.25	5		-0.083074329		-0.20701729			-0.166666667	-0.136363636							-0.041666667			0.0236931303			0.405142483			
341857	m	1	39	us	mixed	nhisp	3		3	3	6		7		6	-1			1	1				3.25	5.4			0.9134945149												-0.041666667		0.8578891902			-0.214910956		0.6377236149		
341858	m		20	us	white	nhisp												2					3.5								0.5985357171																0.1786683985		
341861	f	-2	34	us	white	nhisp			2	3	1					2					4.3333333333									-0.708307772				-0.787877437			-0.639455041					0.388608215			0.4878095096				0
341863	f	0	20	us	unkno	hispa																																											
341864	m	1	20	us	white	unkno																5.6				0.2517210335															0.65						0.5061133223		
341866	m	0	20	us	white																																											0.0833333333	
341871	f	3	29	us	white	unkno																																								-0.553371513			
341877	m	0	18	us	black		7																	-0.25	5.2																						-0.548382525		
341879	m	0	37	in	sAsia	nhisp								0				0																							-0.142857143								
341884	m	-3	20	us	white	nhisp	5																	2.15	6.6				0.4713709781															1.3218275522					2.3777777778
341890	f	-2	18	us	white	nhisp																										-0.083333333																	-0.777777778
341891	m	0	18	us	white	nhisp		3				5					1				2.8666666667																								0.7659487669	0.7132295599			
341892	m	0	19	us	white	unkno												1.8													0.0955747709																	-0.041666667	
341898	m	2	18	us	white									1																																			
341899	f	3	19	us	white	nhisp	3	6				4		-2			0				2		1.8333333333	0.25	3.8			-0.595080185			-0.145475788		-0.181818182	0.7902353084		1.7284993118							-0.505155637		-0.125580471	-0.559886098	-0.322086482	-0.041666667	-0.305555556
341902	m	0	20	us	black	unkno			3	6	4					0					4																												
341905	m	0	26	us	black	nhisp																	1			0.0041149332				-0.353446875																			1.126984127
341906	m	0	18	us	white	nhisp	4	3				6	4		0		-1			0	3.6			-1	4.4	0.0981094752										-0.687982831		-0.759187601							-0.017121133				
341913	m	1	46	us	white	nhisp			1	2	5					0																																-0.166666667	
341914	m	0	21	us	white	unkno															2.7333333333													0.5580710843			-0.119627463			-0.125									
341920	f	0	18	us	white	unkno		3	1	1	4	4				1	0																					0.0345692091								0.5131009387			
341922	f	2	21	us	white	nhisp								-0.666666667								5.8																									-0.379061875		
341923	m	3	19	us	white	nhisp	6																	-0.75	5				0.2910007383				0.3692307692											1.6577160806					
341924	f	2	30	us	white			7				5					1																-0.147435897				-0.59877376								0.4481723092				
341927	m	2	19	us	white	unkno																5.2									-0.333205213	0															0.2732874575		
341928	m	-1	37	us	mixed	nhisp															2.5333333333																				1.375			1.7509758277					
341932	m	3	24	in	sAsia	unkno																						2.7205999144																					0.5
341934	m	-1	64	au	white				2	4	6					2										0.8887066747																			0.1413630647				1.7777777778
341937	f	-2	18	us	white	nhisp			1	1	4					0							2.3333333333																										
341939	f	2	19	us	mixed																																										0.1167184603	0.3333333333	
341941	f	0	25	my	unkno	nhisp	4											0						1.35	4.4			1.8597229206										0.4366288241											
341942	f	1	45	us	white	nhisp																5.2																											
341947	f	2	21	us	white	nhisp		3				4					0					3.6				0.1348979638										2.3378995685													
341948	m	2	24	us	white	nhisp																				0.6068934651					0.1046868743		0.5833333333																1
341952	m	2	23	ca	white	nhisp								-0.5								3.6						0.9405837796																	0.2001526985				
341956	m	2	20	us	white	nhisp								-0.833333333																																		0.0416666667	
341958	m	-1	20	us	white	nhisp																																	-0.538315159		0.6893939394	0.5934526483							-0.1
341964	m	-2	19	us	white			6				5		-1.166666667			1						2.3333333333											-0.343261479			-0.57996233		-0.272362415						-0.194412122				
341965	f	1	26	us	unkno	hispa																							-0.59706288				0						-0.145425646	0.0833333333	-0.03030303								1.2
341967	f	0	34	za	white	unkno			3	6	5		4		0	1				1																			-0.331163446							0.8177137415			
341968	m	-2	54	se	white	nhisp																	4.3333333333													-0.415318138				0.2083333333							0.5262695059		
341970	f	2	27	hr	white	nhisp								-1.5				1												0.1750560948								0.8932504157											
341971	f	2	26	it	white	unkno															2.3333333333																												
341972	m		23	se	white	nhisp	5																		5.4	0.3125294079																					0.5853583383	0	
341978	f	0	29	ee	white	nhisp																																							0.4813425208				
341979	m	0	23	us	natPc																2.9333333333		1.1666666667					0.6898607528																					
341980	f	2	33	be	white	nhisp															2.4																												
341982	f	3	34	se	white	nhisp															1.5333333333	4.9						0.457284961		0.0095665562																			
341987	m	2	32	uk	white																	5.2							-0.334750045				0														-0.011384158		
341990	f	-2	29	se	white	nhisp												1.8																								0.4209073732							1.9861111111
341996	f	1	18	uk	white	nhisp								0																		-0.083333333					-0.959756122		-0.244145898										
341997					.....																																												
341998	f	2	24	us	unkno	hispa																																		0.9583333333									
342005	f	2	26	us	black	nhisp		4				4					0																					0.5050242243			1.9090909091	1.0093443802							
342008	m	1	23	us	white	nhisp							3		-3				0	1								0.8918500668		-0.140914705			0.5384615385								-0.3				0.5767374139			0	
342009	f	0	31	us	white	nhisp												1.6																		-0.455770942					-0.5	0.6368164978							
342011	f	1	19	us	white	nhisp								0.1666666667																												0.6311156964							
342013	f	0	17	uk	white	nhisp								0.8333333333																																			0.7222222222
342015	f	3	24	se	white	nhisp								-1.166666667												0.1727283461							-0.423076923				1.2071256324												
342021	f	0	54	us	white	nhisp								-0.333333333																																			
342026	f	-1	34	us	unkno	hispa	3	2				4					0							0.45	5.2				0.2583298579																				
342029	m	0	26	us	white	nhisp								-0.333333333																						1.7392773699											0.0787618469	-0.083333333	
342035	f	3	23	uk	white	nhisp								-1.5															0.1228506035	0.2000981099		0.0416666667																	
342038	f	0	23	us	white	nhisp												-1.6										0.071490246								0.4318593914				-0.083333333									
342042	f	-1	20	se	white	nhisp																3.5							0.0523603928			0.0416666667	0.2912087912	-0.191667254					0.2326875596										
342043	f	0	43	se	white	nhisp																5.2				0.1497041329			0.0358591536																				0.5111111111
342045	m	3	32	us	white	nhisp																5.9								0.6522412009		-0.041666667							0.1526984367		0.1666666667								
342048	f	1	40	ar	white	hispa															2.8666666667					0.5797830173				0.3112261644										0.1666666667									
342049	m	2	19	us	white	nhisp												4														0.0833333333		0.5809470194													-0.178855598		
342050	f	-3	19	us	white	nhisp																																							0.6256349761				0.5285714286
342057	m	1	19	us	unkno	hispa												1.4																															
342060	f		23	us	white		4																	1.125	4.4	0.7993451544																							
342061	m	3	28	us	mixed	unkno							7		5					1										0.6136725873				0.3356165926							1.9636363636								
342062	f	-2	25	us	white	nhisp			2	5	4					1														0.0931485119			-0.307692308						-0.209725357										
342064	m	3	32	us	white		5											3.8						0.45	4.6												0.3268965653									0.7499030886			
342065	f	1	51	us	white	nhisp		1				4					0											1.1179408632				-0.083333333															0.916318776		
342066	f	1	25	us	white	unkno												1																															0.3555555556
342072	f	0	25	us	white	nhisp								-1																																			
342073	f	2	19	us	white	nhisp						4																		0.0071557776									0.1205197552									0.0833333333	
342078	f	3	49	us	white	nhisp								-0.333333333																																			
342079	m		26	se	white	nhisp		0	1	1	3	3		0		-2	-1									0.1950846266					-0.042373701			0.2866731546					-0.202198459	0.125									
342083	m	0	22	us	white	nhisp								-2																																			
342085	m	1	22	us	white	nhisp																						1.1547512807					-0.55					-0.417356421			-0.347222222								
342091	f	-3	23	us	white			3				4					2																															0.2916666667	
342096	f	3	61	us	white	nhisp																3.6				0.3224717496																							
342099	m	-2	34	se	white	nhisp	4							0										-0.45	3.8			1.4671970287	0.1118899451																				
342107	m	-2	24	se	white	nhisp								-1															-0.753727096																				
342110	m	0	19	us	white	nhisp												3.2																							-0.4						0.4426049464		
342111	f	2	19	us	unkno	hispa						1					-1																																
342112	f	0	18	us	sAsia	nhisp																								-0.543377055										0.1666666667									
342113	f	2	19	us	white	nhisp																																						1.9822589983					
342118	m	2	42	no	white	nhisp												3										0.7331496369				-0.625																	
342119	m	-2	24	us	white	nhisp								-1																						-0.585621584		-0.210282054										0.125	
342124	f	0	23	us	white	nhisp							3		-5				0	0													0	-0.70383736		-1.17510452													
342128	m	3	44	se	white	nhisp																	1.6666666667													1.3381612413													
342129	f	3	23	nl	white	nhisp																	1.5							0.076511119			-0.256410256																
342130	m	3	22	se	white	nhisp																						0.8032436097			0.1092826105										1.1181818182							0.0416666667	
342140	m	0	43	us	white	nhisp																																									-0.384313407		
342141	f	0	29	us	white	nhisp		2				5					0	-0.6																					-0.740287592										
342142	f		23	us	white	nhisp																5								0.175832076															0.1031153433			0.375	
342143	f	0	19	us	white	nhisp	6																	-0.05	4.8	0.6234078536					-0.180919796	0.25																	
342150	f	0	40	us	mixed	nhisp							4		0				0	1											-0.473402365											-0.310974095						-0.041666667	
342158	m	-2	18	us	white	nhisp																																								0.5843208976			
342160	f	2	33	us	white	nhisp																																							-0.139782202				
342163	f	0	27	jm	black	nhisp																																						3.6799021008					
342165	f	2	19	us	white	nhisp																5																		0.1666666667							0.5549214058		
342167	f	-2	18	us	white	nhisp								-1																																0.3349130727			2.3
342168	m	1	55	us	white	nhisp	2																		3.4														0.0324455117										
342173	f	0	28	us	white	nhisp	6																	-0.15	4.8																								
342174	f		29	kr	eAsia			3				4					0													0.4780773815											-0.083333333						0.6122328909		
342180	f		20	us	white	nhisp							7		10				1							-0.38143788							0											0.7920975418					
342182	m	0	31	us	white	unkno																												-0.939378513				-0.908410742			-0.65							0.0833333333	
342184	f	2	20	us	white	nhisp																						-0.108440798			-0.065325174	-0.25								0.625									
342186	f	0	37	us	white	nhisp	3																	0.45	2.2																			0.6657944915					-0.257142857
342187	f	2	38	ca	white	unkno												1.2					1.5						-0.626114894	-0.214701734																	0.5285842817		
342188	f	3	41	us	white	nhisp								-0.5												-0.228553923										-0.738427156													2
342191	f	2	34	se	white	nhisp			1	4	4			0.1666666667		0										-0.208267401										0.3968874215													
342199	f	-2	32	us	white	unkno																														-0.048873473													
342202	f	2	35	us	white	nhisp																											0												-0.064115102	0.1368842921			0
342205	m	-2	46	us	white	nhisp																	2								-0.456357065								-0.4856386	-0.666666667									
342206	f	3	41	us	white	nhisp																														0.7459712627				-0.208333333					-0.017470067				0
342207	m	1	29	us	white	nhisp																6														1.369890713		0.4323496564			0								
342208	f	2	36	uk	white	nhisp																				0.4969892658										-0.25117468					0.1818181818							-0.041666667	
342211	m	2	66	us	white	unkno								-0.5				4.8											-0.226903871	-0.69909489											-0.1				0.2399393544				
342215	f	3	32	jm	black	nhisp																																		0				-0.658868387					
342216	m	0	39	us	white	nhisp																																							-0.063944198				
342218	f	3	29	us	white	unkno															1.9333333333																												
342219	f	1	23	us	unkno	unkno																	1.6666666667																						0.4586876442				
342223	f	3	19	us	white	nhisp															2.4	5.4							0.2275481153																				
342225	m	2	30	us	white	nhisp																								0.793707408																			0
342228	m	2	18	se	white	nhisp															1.6																												
342238	m	0	26	vn	eAsia	nhisp							4	-1.166666667	0					1									0.469324297																	-0.019843787			
342239	f	0	22	us	white	unkno																																								0.4827545609			
342243	m	2	21		white	nhisp	6																	0.25	5.6														0.1395630581							0.7816509276			1.4444444444
342248	m	0	26	us	white	nhisp		3				4					0															-0.083333333										0.8058221913		2.1920807067					
342249	f	2	50	us	white	nhisp								-0.166666667								5.1																				-0.263691868							
342253	m	0	29	us	eAsia	nhisp			1	1	4					5																																-0.125	
342258	f	2	27	us	white	nhisp	4																	0.15	5						0.2582743083	0.0833333333												1.4809785168					
342259	f	2	19	sg	eAsia	nhisp												-1.2				4.8						1.0695699547														0.7642551742							
342260	f	1	28	us	white	unkno	5	5				5					1							-0.25	4.2					0.1847287289						1.0921971152													
342261	f	3	30	us	black	nhisp																																											
342262	f	1	19	us	white	nhisp												0																-0.04559247							-0.05								
342266	m	2	35	us	white	unkno			1	4	7					5																	0			0.5011762325											0.5305556796		
342267	f	0	36	us	white	nhisp																5.1						1.1143501204			0.1647878643																	-0.041666667	
342268	f	-2	18	us	white	nhisp																4.4								0.5532927595											0.1818181818					-0.379197603			
342269	m	-2	50	us	white	nhisp															3.4																		-0.210498038		-0.9				0.004741954				
342271	f	0	19	us	white	nhisp																																											0.2
342272	f	0	20	sg	unkno	nhisp																									-0.348889164																		
342274	m	0	42	us	white	nhisp			1	3	5					1																									-0.777777778	0.9000380086				0.8407778421			
342275	f	2	40	us	white	nhisp																							-0.160103058			0.25								0.0833333333							-0.423063429		
342288	f	-1	22	us	white	nhisp												-0.2													0.1646749296									-0.333333333							0.7315839372		
342290	f	2	22	us	white	nhisp		3				5	7		8		0		1	1	2.1333333333					-0.13392641						-0.041666667		0.5925541447		0.5601186004										0.8372210831			
342291	f	-1	21	us	white	unkno								0															0.624337438				1.0256410256												0.7203226688				
342292	m	3	56	us	.....			7				5	7		8		1		1	1											0.4961155398			0.6316031224															
342293	f		30	us	white																												-0.444444444								0			1.4000264316					
342295	f	3	22	us	eAsia	nhisp								0																	0.1428083345			0.6112680503						0.0416666667									
342296	f	2	56	us	white	nhisp																											0.0833333333					0.8053310178								0.9233708194			0
342297	f		20	us	white	unkno																	2.1666666667								-0.721774488										0.1666666667								
342298	f	-1	18	us	white	hispa																1.9	2.8333333333										-0.108974359											1.0282283621		0.5507281876			
342300	f	0	21	kr	eAsia	nhisp																										-0.125					-0.047246169				1.1333333333					-0.041768719			
342304	f	2	49	us	white	nhisp																	2					1.3753741092					-0.166666667													0.7873971145			
342305	f	2	25	ca	white	nhisp								-0.666666667							1.9333333333	2.3	1					0.2296399989	-0.757583235					0.5324151793								-0.084715615							
342308	f	0	22	us	white	nhisp								-1.166666667																	-0.416667804		-1.261363636					-0.341068107											
342309	m	2	43	us	sAsia	nhisp		2				6	7		10		0		1	1														1.1783129688				0.589403607											
342314	f	3	16	ca	white	nhisp							7		7					1																1.0450556305					0.7777777778					0.8653303652			
342319	m	2	24	us	white																1.5333333333								-0.241252862							-0.224745777												0.2083333333	
342320	f	0	19	us	white	hispa																																											-0.125
342322	m	0	38	us	white	nhisp							4		0				1	0																													
342324	m	-2	18	us	white	nhisp							1		-10					0						0.5387034843															-1.4				0.3331716225				
342332	m	-3	46	us	white	nhisp	4		1	3	4					0								1.65	3			2.163263743								-1.369914291													
342333	f	0	34	us	white	unkno								-1														0.523161796		0.1610368839																		0.0416666667	
342334	f	1	20	us	white	nhisp																										0.0833333333																	
342336	m	0	22	us	natPc	nhisp							7		10					1											0.4383846539															0.5298161289		0	
342337	f	0	24	us	white	nhisp																2.7				0.8246002092																0.2776375613							0.2222222222
342341	m	-3	19		white																																-0.480413435												
342344	m	2	23	us	white	nhisp							7		5					1																													
342346	f	3	18	us	white	nhisp			1	4	5					1																																	
342353	f	3	27	us	black	nhisp			1	5	6			-0.833333333		3					3.5333333333					-0.452555889			-0.223381583		-0.160667282														0.7492952077			0.5	0.1333333333
342362	m		18	us	.....		4																	1.15	5.8							-0.291666667					0.7323112373					0.789853352							
342365	m	0	45	es	white	hispa															3.1333333333	5.3									0.5338482906			0.4283459771															
342373	m	3	30	us	white	nhisp																																											
342375	m	0	51	se	white	nhisp							5		4					1																			0.1358476381		0.3015873016						0.5322966564		
342379	m	1	18	us	unkno	hispa			1	3	5					1													-0.112347905												0.7222222222	0.2839015902							
342380	f	3	47	us	white	nhisp								-2.166666667				4.8													0.1082076861													1.733502997					
342384	m	0	17	uk	white	unkno	6							-0.166666667										1.05	4.8	0.0652177333													0.3498270589										
342387	m	-3	18	us	white	nhisp								-1.333333333																		-0.125																	
342389			26		.....			2				5					3																																
342391	f	1	56	us	white	nhisp																																							-0.419801255				
342393	f	1	26	us	white	nhisp	4	2				4		-0.333333333			0	0.8						0.95	4.2	0.1069758457						-0.083333333							-0.790571452								0.3876057779		
342399	m	-2	34	ng	black	nhisp	6																	-1.75	4.2																								
342400	f	2	32	us	white	nhisp																5.8						0.7871921322	0.8994267673			-0.25												0.5690756377					
342402	f	0	21	us	white	nhisp	4	7				4		-0.333333333			0				2.9333333333		1.5	1.65	4				-0.445227021								1.2883996507		0.8074300235						-0.023519137		-0.553519833	0.25	
342403	f		23	us	white	unkno	4							-0.333333333										0.55	4			1.843132657								-0.975121044													
342406	f	2	43	us	mixed	hispa															2.9333333333		1.3333333333															0.3372571717						1.3458705575					
342407	f	1	19	us	sAsia	unkno												1.6																												0.6596712333			
342416	m	2	46	us	white	nhisp																										-0.291666667										0.5114178148							-0.271428571
342421	m	-1	36	ar	white	hispa		1				4					0											0.4010559773								0.7563565254													1.5666666667
342428	m		24	us	white													0.6																							0.1								
342429	f	2	30	us	white	nhisp		2				4					0	3.8										1.2151293657											0.4633572957										
342431	m	1	19	us	eAsia	nhisp																																				0.2400644467				-0.002657762			0.45
342435	f	0	36	us	white	nhisp			2	3	5					3																		0.3382162129												0.2900693951			0.4222222222
342438	m	0	66	us	white									-0.833333333																																			
342444	m	2	26	uk	white	nhisp																											-0.230769231									0.5985295578				0.6973285146			
342445	f	1	15	us	blkwh	nhisp															3.6													-0.068453757								0.6971231011							0.375
342448	f	1	18	us	white	nhisp																												-0.181741942							1.4111111111						0.2266056823	-0.125	
342449	f	-1	57	us	black	nhisp																																											
342451	f	-3	28	us	white	nhisp			1	2	7					2																0.0833333333		-1.003184825								0.7737832824							
342454	f		19	ca	white																2.7333333333									0.6284523415																			
342458	m	2	21	us	white	nhisp															2.4															0.0671891613								0.1188537258					-0.077777778
342459	f		18	ug	white	nhisp																																-0.544108575		0.0416666667									0.2857142857
342461	f	2	18	us	white	nhisp																				0.9661572661														0.0833333333								-0.041666667	
342462	m	0	20	us	white			3				4					0											1.2163561742																				-0.041666667	
342466	m	0	21	us	white	nhisp																						0.5552581036											-0.102876362		0								0.4
342467	m	0	21	us	white	nhisp	5																	-0.45	5.8						-0.350726395	-0.166666667													0.7783829881				
342468	m	-2	21	us	white	nhisp																														0.0386990353													
342475	f	3	39	us	white	nhisp												3.6			2													0.7250611178				0.8656362142											
342484	m	2	45	us	white	nhisp		2									2					5.5				0.7358793233													-0.314744043										
342485	f		18	us	white	nhisp			2	3	4					0							1.6666666667													-0.562287453													
342487	f	2	29	us	black	nhisp			1	3	4					3																														0.3517843643	-0.906539808		-0.111111111
342492	f		22	us	sAsia	nhisp												-2.2				5.5																0.4676468181				0.8055460062							
342493	f	0	21	us	white	nhisp							4		0							4.9																-0.408361851									-0.437563204		
342496	f	-3	35	us	ntvAm	nhisp												-3.6			3.5333333333																	-0.161863818											
342500	f	3	22	us	white	nhisp															1.5333333333												0					0.5427866187				0.5606252112							
342502	f	2	31	us	white	nhisp	4														2.4666666667			0.65	4.2												0.3262585951		-0.245470232										
342505	f	0	20	us	white	nhisp												1.2																				0.2241469835											
342509	m	2	22	us	white	nhisp																	2.5								-0.537365745								-0.233379086		-0.409090909								
342511	m	1	20	ir	white	nhisp																											0.0714285714																
342513	f	0	40	us	white	nhisp		2				5					1					4.6												0.0077394722		-1.304016127													
342514	f	-2	19	us	white	unkno			1	2	4					0														0.2935844505																			
342515	f	0	54	us	ntvAm	nhisp												-4.55													-0.344853685								-0.054457582	0.0416666667		0.848554751							
342516	f	1	43	us	white	nhisp			1	3	5					1														-0.147286062															0.8950377266			0.25	
342517	f	0	23	us	mixed	hispa															4.9333333333																							0.5442719944					
342519	f	0	51	us	white	nhisp		0				4					0					5.9															-0.693422015		0.5075159041										
342522	f	-3	39	us	white	nhisp			1	1	2					-5																				-1.210389287								-0.015209446				-0.125	
342527	m	3	27	de	white																		1.6666666667																										
342530	f	2	27	us	white	nhisp	4							0										1.95	5			0.5400790178																					
342532	f	2	22	us	white	nhisp																				0.1714690591										0.3842141288				0.0833333333								-0.916666667	
342533	f	-3	19	us	white	nhisp		2				7					4												-0.12543116			0.375					-0.388955113												
342535	m	-2	24	us	white	nhisp							3		-2			0											0.2643669851			0.0416666667				0.2093815982				-0.166666667		1.0083207886			1.6278696523				
342536	f	3	22	us	white	nhisp												2																		0.8131972549				0.3333333333							-0.189660632		
342537	f	0	22	us	white	nhisp																	3.6666666667									0.0416666667							0.3866871311										
342538	m	0	21	ca	white	nhisp																5.8												0.0727230825						0.0833333333							0.8202248155		
342542	m	2	38	us	white									-1.166666667																				0.0178443749					0.4352626695										0.1142857143
342548	f	1	19	us	white	nhisp							3		-2					1										-0.444069592		0										0.1130313752							
342553	f	2	29	ca	white																											-0.041666667														0.4920854022			0.8928571429
342554	f	2	27	us	white	nhisp																															0.6586871185			0.1666666667	0.6166666667	0.069702776							
342559	m	2	37	us	mixed	hispa												4.2																															
342561	m	-1	36	us	white	nhisp															3.2																		-0.145654449								0.5630946745		
342563	f	2	18	us	white	nhisp	4											-2						-1.05	5		0.6609792304		0.8333231203																				0.6666666667
342568	f	-2	20	us	white	unkno							2		-5			-1.8			3.2									0.6466676475	-0.131538927																		
342577	m	0	18	us	white	nhisp								-1.166666667									3.6666666667			-0.024082671											-0.819664639												
342578	f	0	20	au	white	nhisp																																										-0.041666667	
342581	f	3	49	se	white	nhisp		6	1	1	5	4	7		5	-2	1	4.6		1		3	1.1666666667			0.6495844074			0.3204051078	-0.125664014	-0.206454784	-0.041666667	-0.025641026			1.6026404361		-0.130492966	0.2113870825	-0.041666667	1.6666666667	0.2423451641			0.2898734903		-0.129606703		0.375
342582	f	0	20	us	white	nhisp		2				5					1						2.3333333333								0.2971792842								-0.045235207										
342588	f	2	30	us	white	nhisp																	1									0.2083333333				-1.853001631	-0.734423695												
342593	f	2	28	us	white	nhisp												2															0.1794871795				-0.039814704	-0.345032584		-0.25	2.1168831169	0.9249793963							
342597	f	0	18	au	white	nhisp																5	1					-1.359760038																1.1871624007					
342599	f	0	40	us	black	nhisp	5	6				4		0.1666666667			-1						1.3333333333	-3.25	4.2	-0.113881312			-0.545511										0.9637765462	0.125	1.5454545455		-0.2977075	-1.019525775		0.2503503928	-0.324739138		0.0416666667
342600	f	2	19	us	white	nhisp												2.2														0																	
342604	f	3	18	us	white	hispa																																						1.3566362997					
342605	f	2	21	us	unkno	hispa	4	7				2	7		5		-2		1	1					4.8					-0.59947476						-0.005444331													1.3055555556
342606	f	-2	19	us	white	nhisp																	3														-1.012319585												
342607	m	0	24	us	white	nhisp												0														-0.125										0.6407979592							
342608	f	2	22	us	unkno	unkno												1.4																			-0.275325235	0.4869500089											0
342611	f	2	34	us	white	nhisp		3				4					0						1.3333333333						0.1779052352					0.3344955565															
342614	f	1	31	us	mixed	hispa																																										0.0833333333	
342619	f	2	22	us	white	nhisp	3	5				4					0							0.35	3.4						0.6256026973																0.2215208396		
342621	f	2	38	us	white	nhisp																3.6				0.3966368217						0.0416666667										0.8507994727							
342623	m	1	36	us	white	nhisp																						2.5226294032																					
342627	f	1	21	us	black	nhisp																						0.1652442962																					
342628	f	2	21	np	eAsia	nhisp												-0.8								0.9335202146		-0.616322716																				0.2083333333	
342630	f	-2	23	us	white	nhisp																	3.8333333333															-0.029088123		-0.958333333					0.2655225302				
342637	m	2	19	us	white	nhisp			2	4	7			1.3333333333		7										0.9356659022		2.7249895287					1.521978022		0.7596654393		1.3048706487		1.0594899655		2.1818181818				1.2533059543			0.4166666667	
342640	m	3	20	us	white	nhisp	4						7		10					1				-1.45	5	-0.649540216																0.6383927642							
342641	f	0	20	us	black	unkno																5.4																				0.4523166133			0.8356250422				
342644	f	0	39	us	black	nhisp																5.2	1.5						-0.04747478							0.5788575853													
342647	m	1	24	us	white																	4																											
342649	f	-1	39	us	white	nhisp								-1.666666667								4.6				-0.554460645																					0.3309865787		
342651	f	3	20	us	white	nhisp	4														2.2	4.1	1.3333333333	-1.15	4.8	0.1018861018															1.7727272727			1.1751808661					
342661	f	2	25	se	white	nhisp			2	4	3					-3													0.2869082371			-0.166666667		0.7362681119							2	-0.18513092							
342669	m	0	22	my	sAsia	unkno																																						1.355169995					
342672	f	2	24	us	natPc	nhisp	7															5.8		1.25	5.4									-0.052175307				-0.355242557											
342677	m	1	45	se	white	unkno																	1.5											0.5299530875															
342684	f	0	16	az	unkno	nhisp																																	0.4774016875										-0.375
342688	m	1	20	se	white	nhisp																																		0.2083333333									
342693	f	2	34	de	white			1				5					0	3.2																		0.6770457215									0.6821903187				
342694	m	1	41	au	mixed	nhisp																																						1.7823357261					0.125
342695	m	0	23	us	mixed		4						4		0				0	1				-0.25	4.6				-0.03646476																		1.3615561911		
342697	f	0	18	tr	unkno	unkno															3.7857142857																												
342700	m	-3	16	nz	white	nhisp	6							3.1666666667										0.85	6.2													-0.596406452									0.1358042333		
342703	f	3	21	us	white	nhisp																																											
342704	f	2	42	nl	mixed	nhisp																																											
342709	m	-2	53	uk	white	nhisp																	1.5																										
342710	f	2	26	uk	white	nhisp																																											0.225
342713	m	3	19	fr	white	unkno		1									2											1.7119457848	0.7345741652				0.2651515152																
342714	f	-2	49	us	white	unkno																											0	-0.456340017							-2.1								
342715	m	0	27	us	white	nhisp																	2.1666666667						-0.486024564																				0.5222222222
342717	f	0	24	kr	eAsia	nhisp			2	5	5			-1.166666667		1																										0.7700066754							
342727	f	0	48	us	white	nhisp																														-0.103559469					-0.575757576					0.3948214547			-0.111111111
342728	f	1	25	us	white	nhisp		3				4					0	2																															
342733	f	0	22	us	white	hispa		7				4					0	0											-0.130406062					-0.215951323															
342734	f	0	19	at	white			2	2	4	1	4				-5	0											0.2691645855																			-0.24135623		
342735	f		51	us	white	nhisp																									-0.17891117		-0.071428571					0.1449483149											0.0555555556
342737	f	1	22	us	white	nhisp		7				4					0																-0.142857143									0.3998893687					0.4764613183		
342738	f	2	19	us	unkno	hispa		5	2	2	5	5				1	1																	0.4343109837										0.8916743338					
342739	m	2	20	us	white	nhisp								-0.333333333														0.8063654869		0.6287872			0.012987013																
342740	f	0	22	us	white	nhisp			2	3	3					-4													-0.378037874			0.2083333333				0.4944128603													
342746	f	0	16	us	white	nhisp																									0.8200166064			-0.262152895						0.1666666667								-0.083333333	
342747	m	3	19	de	mixed	nhisp																	1.6666666667			-0.235906049		2.1415832485																				0.125	
342749	m	1	18	us	white	nhisp	5																	0.55	6.2								-0.243589744												0.4287581464				
342754	f	0	21	us	white	nhisp							2	-0.833333333	-3				0	1									0.24149046								0.1848756893			-0.666666667									
342759	m	0	25	us	mixed	nhisp	5																	-0.05	5								-1.797619048					0.2433167706			0.4318181818								1.3555555556
342761	f	0	21	us	white	nhisp			1	4	5					2					3.6666666667										0.8674111148											0.0996445155							
342763	m	1	29	us	white	nhisp								-0.833333333																0.2290383691				0.6711483584		1.5474293131												0.0833333333	0.5111111111
