unique_id,timepoint,scale,score
20,1,IRI_FS,13
20,1,IRI_EC,16
20,1,IRI_PT,12
20,1,IRI_PD,18
20,1,IRI_total,59
20,1,EQ_total,33
20,1,EQ_cog,10
20,1,EQ_aff,14
20,1,EQ_soc,11
20,1,PET_total,4
20,1,EYES_total,30
21,1,SITES,4
21,1,IRI_FS,20
21,1,IRI_EC,21
21,1,IRI_PT,19
21,1,IRI_PD,12
21,1,IRI_total,72
21,1,EQ_total,63
21,1,EQ_cog,28
21,1,EQ_aff,21
21,1,EQ_soc,9
21,1,PET_total,4.714285714285714
21,1,EYES_total,30
22,1,SITES,3
22,1,IRI_FS,5
22,1,IRI_EC,5
22,1,IRI_PT,12
22,1,IRI_PD,12
22,1,IRI_total,34
22,1,EQ_total,31
22,1,EQ_cog,10
22,1,EQ_aff,8
22,1,EQ_soc,10
22,1,PET_total,2.2857142857142856
22,1,EYES_total,27
23,1,SITES,5
23,1,IRI_FS,18
23,1,IRI_EC,26
23,1,IRI_PT,25
23,1,IRI_PD,14
23,1,IRI_total,83
23,1,EQ_total,48
23,1,EQ_cog,20
23,1,EQ_aff,11
23,1,EQ_soc,10
23,1,PET_total,2
23,1,EYES_total,26
24,1,SITES,4
24,1,IRI_FS,26
24,1,IRI_EC,25
24,1,IRI_PT,19
24,1,IRI_PD,11
24,1,IRI_total,81
24,1,EQ_total,55
24,1,EQ_cog,30
24,1,EQ_aff,14
24,1,EQ_soc,6
24,1,PET_total,4
24,1,EYES_total,30
25,1,SITES,5
25,1,IRI_FS,19
25,1,IRI_EC,23
25,1,IRI_PT,19
25,1,IRI_PD,11
25,1,IRI_total,72
25,1,EQ_total,50
25,1,EQ_cog,20
25,1,EQ_aff,19
25,1,EQ_soc,7
25,1,PET_total,4.571428571428571
25,1,EYES_total,26
26,1,SITES,5
26,1,IRI_FS,19
26,1,IRI_EC,17
26,1,IRI_PT,10
26,1,IRI_PD,8
26,1,IRI_total,54
26,1,EQ_total,33
26,1,EQ_cog,13
26,1,EQ_aff,11
26,1,EQ_soc,5
26,1,PET_total,4.142857142857143
26,1,EYES_total,21
27,1,SITES,4
27,1,IRI_FS,23
27,1,IRI_EC,25
27,1,IRI_PT,21
27,1,IRI_PD,21
27,1,IRI_total,90
27,1,EQ_total,60
27,1,EQ_cog,24
27,1,EQ_aff,20
27,1,EQ_soc,14
27,1,PET_total,4.142857142857143
27,1,EYES_total,30
28,1,SITES,4
28,1,IRI_FS,16
28,1,IRI_EC,17
28,1,IRI_PT,19
28,1,IRI_PD,8
28,1,IRI_total,60
28,1,EQ_total,38
28,1,EQ_cog,15
28,1,EQ_aff,15
28,1,EQ_soc,6
28,1,PET_total,2
28,1,EYES_total,23
29,1,SITES,4
29,1,IRI_FS,12
29,1,IRI_EC,12
29,1,IRI_PT,12
29,1,IRI_PD,5
29,1,IRI_total,41
29,1,EQ_total,36
29,1,EQ_cog,18
29,1,EQ_aff,10
29,1,EQ_soc,6
29,1,PET_total,2.4285714285714284
29,1,EYES_total,32
30,1,SITES,4
30,1,IRI_FS,10
30,1,IRI_EC,16
30,1,IRI_PT,18
30,1,IRI_PD,7
30,1,IRI_total,51
30,1,EQ_total,47
30,1,EQ_cog,24
30,1,EQ_aff,11
30,1,EQ_soc,8
30,1,PET_total,4
30,1,EYES_total,29
31,1,SITES,4
31,1,IRI_FS,16
31,1,IRI_EC,21
31,1,IRI_PT,14
31,1,IRI_PD,16
31,1,IRI_total,67
31,1,EQ_total,43
31,1,EQ_cog,14
31,1,EQ_aff,15
31,1,EQ_soc,10
31,1,PET_total,4.285714285714286
31,1,EYES_total,21
32,1,SITES,3
32,1,IRI_FS,9
32,1,IRI_EC,11
32,1,IRI_PT,13
32,1,IRI_PD,4
32,1,IRI_total,37
32,1,EQ_total,31
32,1,EQ_cog,12
32,1,EQ_aff,8
32,1,EQ_soc,6
32,1,PET_total,1.2857142857142858
32,1,EYES_total,23
33,1,SITES,2
33,1,IRI_FS,14
33,1,IRI_EC,15
33,1,IRI_PT,14
33,1,IRI_PD,10
33,1,IRI_total,53
33,1,EQ_total,31
33,1,EQ_cog,12
33,1,EQ_aff,9
33,1,EQ_soc,2
33,1,PET_total,2.142857142857143
33,1,EYES_total,21
34,1,SITES,4
34,1,IRI_FS,15
34,1,IRI_EC,15
34,1,IRI_PT,16
34,1,IRI_PD,8
34,1,IRI_total,54
34,1,EQ_total,32
34,1,EQ_cog,14
34,1,EQ_aff,10
34,1,EQ_soc,9
34,1,PET_total,2.4285714285714284
34,1,EYES_total,30
35,1,SITES,4
35,1,IRI_FS,14
35,1,IRI_EC,20
35,1,IRI_PT,20
35,1,IRI_PD,9
35,1,IRI_total,63
35,1,EQ_total,39
35,1,EQ_cog,15
35,1,EQ_aff,10
35,1,EQ_soc,9
35,1,PET_total,3
35,1,EYES_total,26
36,1,SITES,4
36,1,IRI_FS,27
36,1,IRI_EC,16
36,1,IRI_PT,13
36,1,IRI_PD,15
36,1,IRI_total,71
36,1,EQ_total,44
36,1,EQ_cog,19
36,1,EQ_aff,17
36,1,EQ_soc,7
36,1,PET_total,3.857142857142857
36,1,EYES_total,29
37,1,SITES,4
37,1,IRI_FS,22
37,1,IRI_EC,15
37,1,IRI_PT,25
37,1,IRI_PD,11
37,1,IRI_total,73
37,1,EQ_total,44
37,1,EQ_cog,15
37,1,EQ_aff,16
37,1,EQ_soc,9
37,1,PET_total,3.857142857142857
37,1,EYES_total,25
38,1,SITES,4
38,1,IRI_FS,20
38,1,IRI_EC,24
38,1,IRI_PT,26
38,1,IRI_PD,12
38,1,IRI_total,82
38,1,EQ_total,50
38,1,EQ_cog,17
38,1,EQ_aff,17
38,1,EQ_soc,11
38,1,PET_total,4.857142857142857
38,1,EYES_total,23
39,1,SITES,4
39,1,IRI_FS,15
39,1,IRI_EC,22
39,1,IRI_PT,23
39,1,IRI_PD,12
39,1,IRI_total,72
39,1,EQ_total,43
39,1,EQ_cog,15
39,1,EQ_aff,16
39,1,EQ_soc,6
39,1,PET_total,4.571428571428571
39,1,EYES_total,27
40,1,SITES,4
40,1,IRI_FS,18
40,1,IRI_EC,21
40,1,IRI_PT,17
40,1,IRI_PD,16
40,1,IRI_total,72
40,1,EQ_total,37
40,1,EQ_cog,12
40,1,EQ_aff,15
40,1,EQ_soc,6
40,1,PET_total,4.714285714285714
40,1,EYES_total,28
41,1,SITES,5
41,1,IRI_FS,16
41,1,IRI_EC,19
41,1,IRI_PT,19
41,1,IRI_PD,12
41,1,IRI_total,66
41,1,EQ_total,46
41,1,EQ_cog,20
41,1,EQ_aff,14
41,1,EQ_soc,11
41,1,PET_total,4.285714285714286
41,1,EYES_total,26
42,1,SITES,5
42,1,IRI_FS,24
42,1,IRI_EC,28
42,1,IRI_PT,28
42,1,IRI_PD,18
42,1,IRI_total,98
42,1,EQ_total,61
42,1,EQ_cog,21
42,1,EQ_aff,20
42,1,EQ_soc,11
42,1,PET_total,4.857142857142857
42,1,EYES_total,23
43,1,SITES,4
43,1,IRI_FS,20
43,1,IRI_EC,21
43,1,IRI_PT,17
43,1,IRI_PD,13
43,1,IRI_total,71
43,1,EQ_total,44
43,1,EQ_cog,17
43,1,EQ_aff,14
43,1,EQ_soc,10
43,1,PET_total,3.2857142857142856
43,1,EYES_total,25
44,1,SITES,2
44,1,IRI_FS,7
44,1,IRI_EC,11
44,1,IRI_PT,8
44,1,IRI_PD,1
44,1,IRI_total,27
44,1,EQ_total,12
44,1,EQ_cog,1
44,1,EQ_aff,5
44,1,EQ_soc,6
44,1,PET_total,1.2857142857142858
44,1,EYES_total,22
45,1,SITES,3
45,1,IRI_FS,14
45,1,IRI_EC,14
45,1,IRI_PT,17
45,1,IRI_PD,5
45,1,IRI_total,50
45,1,EQ_total,28
45,1,EQ_cog,17
45,1,EQ_aff,5
45,1,EQ_soc,3
45,1,PET_total,3.142857142857143
45,1,EYES_total,28
46,1,SITES,3
46,1,IRI_FS,17
46,1,IRI_EC,19
46,1,IRI_PT,15
46,1,IRI_PD,25
46,1,IRI_total,76
46,1,EQ_total,31
46,1,EQ_cog,7
46,1,EQ_aff,13
46,1,EQ_soc,8
46,1,PET_total,3.5714285714285716
46,1,EYES_total,33
47,1,SITES,1
47,1,IRI_FS,1
47,1,IRI_EC,3
47,1,IRI_PT,1
47,1,IRI_PD,11
47,1,IRI_total,16
47,1,EQ_total,13
47,1,EQ_cog,4
47,1,EQ_aff,2
47,1,EQ_soc,7
47,1,PET_total,1.4285714285714286
47,1,EYES_total,31
48,1,SITES,5
48,1,IRI_FS,28
48,1,IRI_EC,28
48,1,IRI_PT,22
48,1,IRI_PD,16
48,1,IRI_total,94
48,1,EQ_total,54
48,1,EQ_cog,26
48,1,EQ_aff,18
48,1,EQ_soc,8
48,1,PET_total,5
48,1,EYES_total,18
49,1,SITES,5
49,1,IRI_FS,15
49,1,IRI_EC,26
49,1,IRI_PT,18
49,1,IRI_PD,16
49,1,IRI_total,75
49,1,EQ_total,38
49,1,EQ_cog,14
49,1,EQ_aff,12
49,1,EQ_soc,8
49,1,PET_total,2.5714285714285716
49,1,EYES_total,25
50,1,SITES,4
50,1,IRI_FS,10
50,1,IRI_EC,13
50,1,IRI_PT,14
50,1,IRI_PD,22
50,1,IRI_total,59
50,1,EQ_total,47
50,1,EQ_cog,13
50,1,EQ_aff,14
50,1,EQ_soc,16
50,1,PET_total,3.2857142857142856
50,1,EYES_total,30
51,1,SITES,4
51,1,IRI_FS,20
51,1,IRI_EC,23
51,1,IRI_PT,19
51,1,IRI_PD,17
51,1,IRI_total,79
51,1,EQ_total,49
51,1,EQ_cog,14
51,1,EQ_aff,15
51,1,EQ_soc,12
51,1,PET_total,3.7142857142857144
51,1,EYES_total,25
52,1,SITES,4
52,1,IRI_FS,22
52,1,IRI_EC,20
52,1,IRI_PT,18
52,1,IRI_PD,14
52,1,IRI_total,74
52,1,EQ_total,44
52,1,EQ_cog,16
52,1,EQ_aff,15
52,1,EQ_soc,6
52,1,PET_total,3.857142857142857
52,1,EYES_total,26
53,1,SITES,2
53,1,IRI_FS,12
53,1,IRI_EC,9
53,1,IRI_PT,13
53,1,IRI_PD,17
53,1,IRI_total,51
53,1,EQ_total,24
53,1,EQ_cog,4
53,1,EQ_aff,11
53,1,EQ_soc,6
53,1,PET_total,1.2857142857142858
53,1,EYES_total,16
54,1,SITES,4
54,1,IRI_FS,22
54,1,IRI_EC,22
54,1,IRI_PT,21
54,1,IRI_PD,15
54,1,IRI_total,80
54,1,EQ_total,51
54,1,EQ_cog,18
54,1,EQ_aff,19
54,1,EQ_soc,13
54,1,PET_total,3.7142857142857144
54,1,EYES_total,29
55,1,SITES,4
55,1,IRI_FS,19
55,1,IRI_EC,19
55,1,IRI_PT,12
55,1,IRI_PD,23
55,1,IRI_total,73
55,1,EQ_total,58
55,1,EQ_cog,19
55,1,EQ_aff,18
55,1,EQ_soc,12
55,1,PET_total,4.571428571428571
55,1,EYES_total,33
56,1,SITES,4
56,1,IRI_FS,20
56,1,IRI_EC,22
56,1,IRI_PT,18
56,1,IRI_PD,19
56,1,IRI_total,79
56,1,EQ_total,48
56,1,EQ_cog,19
56,1,EQ_aff,17
56,1,EQ_soc,8
56,1,PET_total,4.857142857142857
56,1,EYES_total,27
57,1,SITES,3
57,1,IRI_FS,9
57,1,IRI_EC,19
57,1,IRI_PT,22
57,1,IRI_PD,19
57,1,IRI_total,69
57,1,EQ_total,45
57,1,EQ_cog,14
57,1,EQ_aff,11
57,1,EQ_soc,9
57,1,PET_total,2.5714285714285716
57,1,EYES_total,28
58,1,SITES,4
58,1,IRI_FS,20
58,1,IRI_EC,23
58,1,IRI_PT,16
58,1,IRI_PD,16
58,1,IRI_total,75
58,1,EQ_total,26
58,1,EQ_cog,3
58,1,EQ_aff,12
58,1,EQ_soc,10
58,1,PET_total,3.857142857142857
58,1,EYES_total,14
59,1,SITES,3
59,1,IRI_FS,17
59,1,IRI_EC,18
59,1,IRI_PT,13
59,1,IRI_PD,11
59,1,IRI_total,59
59,1,EQ_total,25
59,1,EQ_cog,15
59,1,EQ_aff,4
59,1,EQ_soc,4
59,1,PET_total,1.4285714285714286
59,1,EYES_total,15
60,1,SITES,5
60,1,IRI_FS,17
60,1,IRI_EC,22
60,1,IRI_PT,19
60,1,IRI_PD,10
60,1,IRI_total,68
60,1,EQ_total,47
60,1,EQ_cog,22
60,1,EQ_aff,15
60,1,EQ_soc,8
60,1,PET_total,4.285714285714286
60,1,EYES_total,28
61,1,SITES,5
61,1,IRI_FS,14
61,1,IRI_EC,23
61,1,IRI_PT,17
61,1,IRI_PD,14
61,1,IRI_total,68
61,1,EQ_total,37
61,1,EQ_cog,12
61,1,EQ_aff,13
61,1,EQ_soc,7
61,1,PET_total,4
61,1,EYES_total,25
62,1,SITES,5
62,1,IRI_FS,23
62,1,IRI_EC,28
62,1,IRI_PT,22
62,1,IRI_PD,8
62,1,IRI_total,81
62,1,EQ_total,56
62,1,EQ_cog,23
62,1,EQ_aff,18
62,1,EQ_soc,13
62,1,PET_total,4.714285714285714
62,1,EYES_total,28
63,1,SITES,3
63,1,IRI_FS,12
63,1,IRI_EC,12
63,1,IRI_PT,13
63,1,IRI_PD,15
63,1,IRI_total,52
63,1,EQ_total,18
63,1,EQ_cog,5
63,1,EQ_aff,8
63,1,EQ_soc,7
63,1,PET_total,1.8571428571428572
63,1,EYES_total,30
64,1,SITES,4
64,1,IRI_FS,24
64,1,IRI_EC,18
64,1,IRI_PT,14
64,1,IRI_PD,16
64,1,IRI_total,72
64,1,EQ_total,34
64,1,EQ_cog,14
64,1,EQ_aff,11
64,1,EQ_soc,7
64,1,PET_total,3.7142857142857144
64,1,EYES_total,30
65,1,SITES,3
65,1,IRI_FS,9
65,1,IRI_EC,15
65,1,IRI_PT,15
65,1,IRI_PD,17
65,1,IRI_total,56
65,1,EQ_total,29
65,1,EQ_cog,8
65,1,EQ_aff,9
65,1,EQ_soc,6
65,1,PET_total,3.2857142857142856
65,1,EYES_total,29
66,1,SITES,4
66,1,IRI_FS,17
66,1,IRI_EC,22
66,1,IRI_PT,20
66,1,IRI_PD,14
66,1,IRI_total,73
66,1,EQ_total,49
66,1,EQ_cog,21
66,1,EQ_aff,17
66,1,EQ_soc,6
66,1,PET_total,3.857142857142857
66,1,EYES_total,26
67,1,SITES,5
67,1,IRI_FS,11
67,1,IRI_EC,28
67,1,IRI_PT,28
67,1,IRI_PD,23
67,1,IRI_total,90
67,1,EQ_total,67
67,1,EQ_cog,25
67,1,EQ_aff,20
67,1,EQ_soc,10
67,1,PET_total,4.714285714285714
67,1,EYES_total,28
68,1,SITES,4
68,1,IRI_FS,6
68,1,IRI_EC,19
68,1,IRI_PT,21
68,1,IRI_PD,4
68,1,IRI_total,50
68,1,EQ_total,42
68,1,EQ_cog,25
68,1,EQ_aff,9
68,1,EQ_soc,9
68,1,PET_total,1
68,1,EYES_total,22
69,1,SITES,5
69,1,IRI_FS,22
69,1,IRI_EC,20
69,1,IRI_PT,22
69,1,IRI_PD,14
69,1,IRI_total,78
69,1,EQ_total,44
69,1,EQ_cog,20
69,1,EQ_aff,15
69,1,EQ_soc,11
69,1,PET_total,4.714285714285714
69,1,EYES_total,22
70,1,SITES,5
70,1,IRI_FS,8
70,1,IRI_EC,21
70,1,IRI_PT,14
70,1,IRI_PD,20
70,1,IRI_total,63
70,1,EQ_total,59
70,1,EQ_cog,22
70,1,EQ_aff,20
70,1,EQ_soc,11
70,1,PET_total,3.4285714285714284
70,1,EYES_total,32
71,1,SITES,4
71,1,IRI_FS,14
71,1,IRI_EC,27
71,1,IRI_PT,25
71,1,IRI_PD,10
71,1,IRI_total,76
71,1,EQ_total,43
71,1,EQ_cog,15
71,1,EQ_aff,14
71,1,EQ_soc,14
71,1,PET_total,4.571428571428571
71,1,EYES_total,31
72,1,SITES,5
72,1,IRI_FS,15
72,1,IRI_EC,17
72,1,IRI_PT,12
72,1,IRI_PD,10
72,1,IRI_total,54
72,1,EQ_total,39
72,1,EQ_cog,19
72,1,EQ_aff,11
72,1,EQ_soc,7
72,1,PET_total,2.4285714285714284
72,1,EYES_total,28
73,1,SITES,4
73,1,IRI_FS,14
73,1,IRI_EC,20
73,1,IRI_PT,19
73,1,IRI_PD,12
73,1,IRI_total,65
73,1,EQ_total,47
73,1,EQ_cog,14
73,1,EQ_aff,17
73,1,EQ_soc,9
73,1,PET_total,4.714285714285714
73,1,EYES_total,25
74,1,SITES,4
74,1,IRI_FS,13
74,1,IRI_EC,19
74,1,IRI_PT,23
74,1,IRI_PD,9
74,1,IRI_total,64
74,1,EQ_total,35
74,1,EQ_cog,8
74,1,EQ_aff,13
74,1,EQ_soc,11
74,1,PET_total,2.7142857142857144
74,1,EYES_total,32
75,1,SITES,5
75,1,IRI_FS,24
75,1,IRI_EC,24
75,1,IRI_PT,17
75,1,IRI_PD,16
75,1,IRI_total,81
75,1,EQ_total,43
75,1,EQ_cog,12
75,1,EQ_aff,19
75,1,EQ_soc,7
75,1,PET_total,3.4285714285714284
75,1,EYES_total,24
76,1,SITES,5
76,1,IRI_FS,23
76,1,IRI_EC,25
76,1,IRI_PT,22
76,1,IRI_PD,21
76,1,IRI_total,91
76,1,EQ_total,63
76,1,EQ_cog,24
76,1,EQ_aff,21
76,1,EQ_soc,7
76,1,PET_total,4.857142857142857
76,1,EYES_total,27
77,1,SITES,5
77,1,IRI_FS,11
77,1,IRI_EC,27
77,1,IRI_PT,24
77,1,IRI_PD,5
77,1,IRI_total,67
77,1,EQ_total,72
77,1,EQ_cog,28
77,1,EQ_aff,21
77,1,EQ_soc,11
77,1,PET_total,4.857142857142857
77,1,EYES_total,26
78,1,SITES,4
78,1,IRI_FS,16
78,1,IRI_EC,17
78,1,IRI_PT,24
78,1,IRI_PD,4
78,1,IRI_total,61
78,1,EQ_total,42
78,1,EQ_cog,22
78,1,EQ_aff,11
78,1,EQ_soc,5
78,1,PET_total,1.8571428571428572
78,1,EYES_total,30
79,1,SITES,5
79,1,IRI_FS,18
79,1,IRI_EC,21
79,1,IRI_PT,24
79,1,IRI_PD,9
79,1,IRI_total,72
79,1,EQ_total,43
79,1,EQ_cog,16
79,1,EQ_aff,13
79,1,EQ_soc,11
79,1,PET_total,3.142857142857143
79,1,EYES_total,29
80,1,SITES,4
80,1,IRI_FS,16
80,1,IRI_EC,19
80,1,IRI_PT,13
80,1,IRI_PD,11
80,1,IRI_total,59
80,1,EQ_total,38
80,1,EQ_cog,12
80,1,EQ_aff,14
80,1,EQ_soc,10
80,1,PET_total,2.857142857142857
80,1,EYES_total,26
81,1,SITES,5
81,1,IRI_FS,20
81,1,IRI_EC,20
81,1,IRI_PT,21
81,1,IRI_PD,7
81,1,IRI_total,68
81,1,EQ_total,60
81,1,EQ_cog,27
81,1,EQ_aff,17
81,1,EQ_soc,8
81,1,PET_total,2.7142857142857144
81,1,EYES_total,26
82,1,SITES,2
82,1,IRI_FS,27
82,1,IRI_EC,24
82,1,IRI_PT,18
82,1,IRI_PD,11
82,1,IRI_total,80
82,1,EQ_total,34
82,1,EQ_cog,13
82,1,EQ_aff,12
82,1,EQ_soc,5
82,1,PET_total,4.857142857142857
82,1,EYES_total,23
83,1,SITES,5
83,1,IRI_FS,22
83,1,IRI_EC,27
83,1,IRI_PT,21
83,1,IRI_PD,2
83,1,IRI_total,72
83,1,EQ_total,57
83,1,EQ_cog,24
83,1,EQ_aff,18
83,1,EQ_soc,12
83,1,PET_total,4.142857142857143
83,1,EYES_total,25
84,1,SITES,4
84,1,IRI_FS,15
84,1,IRI_EC,18
84,1,IRI_PT,18
84,1,IRI_PD,19
84,1,IRI_total,70
84,1,EQ_total,46
84,1,EQ_cog,14
84,1,EQ_aff,16
84,1,EQ_soc,12
84,1,PET_total,3.7142857142857144
84,1,EYES_total,35
85,1,SITES,3
85,1,IRI_FS,16
85,1,IRI_EC,16
85,1,IRI_PT,16
85,1,IRI_PD,18
85,1,IRI_total,66
85,1,EQ_total,24
85,1,EQ_cog,7
85,1,EQ_aff,8
85,1,EQ_soc,7
85,1,PET_total,5
85,1,EYES_total,23
86,1,SITES,5
86,1,IRI_FS,19
86,1,IRI_EC,21
86,1,IRI_PT,21
86,1,IRI_PD,10
86,1,IRI_total,71
86,1,EQ_total,40
86,1,EQ_cog,15
86,1,EQ_aff,11
86,1,EQ_soc,7
86,1,PET_total,4.571428571428571
86,1,EYES_total,31
87,1,SITES,5
87,1,IRI_FS,18
87,1,IRI_EC,26
87,1,IRI_PT,21
87,1,IRI_PD,2
87,1,IRI_total,67
87,1,EQ_total,45
87,1,EQ_cog,17
87,1,EQ_aff,19
87,1,EQ_soc,5
87,1,PET_total,4
87,1,EYES_total,35
88,1,SITES,5
88,1,IRI_FS,20
88,1,IRI_EC,27
88,1,IRI_PT,16
88,1,IRI_PD,20
88,1,IRI_total,83
88,1,EQ_total,55
88,1,EQ_cog,17
88,1,EQ_aff,20
88,1,EQ_soc,11
88,1,PET_total,3.4285714285714284
88,1,EYES_total,24
89,1,SITES,5
89,1,IRI_FS,20
89,1,IRI_EC,21
89,1,IRI_PT,20
89,1,IRI_PD,16
89,1,IRI_total,77
89,1,EQ_total,54
89,1,EQ_cog,24
89,1,EQ_aff,16
89,1,EQ_soc,7
89,1,PET_total,4
89,1,EYES_total,21
90,1,SITES,5
90,1,IRI_FS,20
90,1,IRI_EC,22
90,1,IRI_PT,16
90,1,IRI_PD,12
90,1,IRI_total,70
90,1,EQ_total,31
90,1,EQ_cog,17
90,1,EQ_aff,11
90,1,EQ_soc,6
90,1,PET_total,4.142857142857143
90,1,EYES_total,24
91,1,SITES,5
91,1,IRI_FS,25
91,1,IRI_EC,26
91,1,IRI_PT,25
91,1,IRI_PD,11
91,1,IRI_total,87
91,1,EQ_total,56
91,1,EQ_cog,22
91,1,EQ_aff,22
91,1,EQ_soc,14
91,1,PET_total,4.857142857142857
91,1,EYES_total,27
93,1,SITES,5
93,1,IRI_FS,18
93,1,IRI_EC,22
93,1,IRI_PT,21
93,1,IRI_PD,9
93,1,IRI_total,70
93,1,EQ_total,53
93,1,EQ_cog,20
93,1,EQ_aff,19
93,1,EQ_soc,10
93,1,PET_total,2.5714285714285716
93,1,EYES_total,30
94,1,SITES,5
94,1,IRI_FS,25
94,1,IRI_EC,22
94,1,IRI_PT,21
94,1,IRI_PD,4
94,1,IRI_total,72
94,1,EQ_total,48
94,1,EQ_cog,14
94,1,EQ_aff,17
94,1,EQ_soc,10
94,1,PET_total,4
94,1,EYES_total,27
95,1,SITES,4
95,1,IRI_FS,18
95,1,IRI_EC,15
95,1,IRI_PT,21
95,1,IRI_PD,10
95,1,IRI_total,64
95,1,EQ_total,51
95,1,EQ_cog,22
95,1,EQ_aff,15
95,1,EQ_soc,9
95,1,PET_total,3.142857142857143
95,1,EYES_total,29
96,1,SITES,4
96,1,IRI_FS,19
96,1,IRI_EC,17
96,1,IRI_PT,15
96,1,IRI_PD,15
96,1,IRI_total,66
96,1,EQ_total,33
96,1,EQ_cog,9
96,1,EQ_aff,12
96,1,EQ_soc,10
96,1,PET_total,4.285714285714286
96,1,EYES_total,29
